PID	Dur	Errors
1135	124	0
1136	132	0
1137	129	0
1138	124	0
1139	132	0
1140	381	2
1141	123	0
1142	132	0
1143	245	1
1144	117	0
1145	124	0
1146	134	0
1147	257	1
1148	124	0
1149	123	0
1150	257	1
1151	131	0
1152	249	1
1153	257	1
1154	132	0
1155	125	0
1156	126	0
1157	512	3
1158	124	0
1159	132	0
1160	123	0
1161	512	3
1162	125	0
1163	132	0
1164	249	1
1165	134	0
1166	236	1
1167	113	0
1168	114	0
1169	469	3
1170	114	0
1171	354	2
1172	113	0
1173	114	0
1174	120	0
1175	114	0
1176	226	1
1177	110	0
1178	234	1
1179	122	0
1180	113	0
1181	111	0
1182	127	0
1183	112	0
1184	237	1
1185	234	1
1186	112	0
1187	120	0
1188	113	0
1189	114	0
1190	236	1
1191	347	2
1192	119	0
1193	114	0
1194	120	0
1195	114	0
1196	112	0
1197	119	0
1198	112	0
1199	130	0
1200	117	0
1201	111	0
1202	233	1
1203	120	0
1204	115	0
1205	114	0
1206	123	0
1207	207	1
1208	204	1
1209	108	0
1210	315	2
1211	315	2
1212	109	0
1213	208	1
1214	111	0
1215	414	3
1216	108	0
1217	105	0
1218	419	3
1219	100	0
1220	109	0
1221	102	0
1222	104	0
1223	113	0
1224	214	1
1225	104	0
1226	103	0
1227	108	0
1228	101	0
1229	107	0
1230	102	0
1231	101	0
1232	210	1
1233	108	0
1234	105	0
1235	102	0
1236	320	2
1237	206	1
1238	532	4
1239	108	0
1240	101	0
1241	107	0
1242	104	0
1243	102	0
1244	253	1
1245	133	0
1246	128	0
1247	124	0
1248	134	0
1249	124	0
1250	132	0
1251	249	1
1252	261	1
1253	256	1
1254	124	0
1255	136	0
1256	124	0
1257	133	0
1258	118	0
1259	112	0
1260	356	2
1261	114	0
1262	113	0
1263	120	0
1264	116	0
1265	123	0
1266	223	1
1267	234	1
1268	118	0
1269	113	0
1270	113	0
1271	239	1
1272	234	1
1273	116	0
1274	119	0
1275	115	0
1276	119	0
1277	113	0
1278	113	0
1279	118	0
1280	113	0
1281	349	2
1282	123	0
1283	349	2
1284	232	1
1285	113	0
1286	121	0
1287	112	0
1288	115	0
1289	122	0
1290	103	0
1291	209	1
1292	104	0
1293	113	0
1294	103	0
1295	113	0
1296	106	0
1297	104	0
1298	109	0
1299	102	0
1300	109	0
1301	99	0
1302	104	0
1303	109	0
1304	214	1
1305	103	0
1306	102	0
1307	113	0
1308	115	0
1309	117	0
1310	108	0
1311	115	0
1312	120	0
1313	113	0
1314	465	3
1315	114	0
1316	118	0
1317	114	0
1318	232	1
1319	114	0
1320	121	0
1321	115	0
1322	112	0
1323	120	0
1324	113	0
1325	121	0
1326	115	0
1327	115	0
1328	121	0
1329	113	0
1330	120	0
1331	113	0
1332	123	0
1333	120	0
1334	232	1
1335	116	0
1336	112	0
1337	120	0
1338	114	0
1339	120	0
1340	115	0
1341	232	1
1342	114	0
1343	121	0
1344	112	0
1345	117	0
1346	120	0
1347	115	0
1348	122	0
1349	114	0
1350	114	0
1351	121	0
1352	113	0
1353	121	0
1354	114	0
1355	114	0
1356	119	0
1357	232	1
1358	115	0
1359	348	2
1360	124	0
1361	113	0
1362	112	0
1363	121	0
1364	112	0
1365	242	1
1366	115	0
1367	120	0
1368	111	0
1369	355	2
1370	118	0
1371	110	0
1372	116	0
1373	224	1
1374	118	0
1375	109	0
1376	120	0
1377	128	0
1378	112	0
1379	349	2
1380	109	0
1381	110	0
1382	119	0
1383	226	1
1384	223	1
1385	235	1
1386	120	0
1387	222	1
1388	345	2
1389	223	1
1390	116	0
1391	113	0
1392	346	2
1393	118	0
1394	340	2
1395	224	1
1396	108	0
1397	115	0
1398	221	1
1399	119	0
1400	229	1
1401	223	1
1402	117	0
1403	115	0
1404	120	0
1405	225	1
1406	119	0
1407	112	0
1408	118	0
1409	114	0
1410	461	3
1411	110	0
1412	112	0
1413	120	0
1414	115	0
1415	118	0
1416	112	0
1417	111	0
1418	117	0
1419	232	1
1420	111	0
1421	111	0
1422	126	0
1423	106	0
1424	306	2
1425	105	0
1426	99	0
1427	103	0
1428	200	1
1429	106	0
1430	100	0
1431	104	0
1432	103	0
1433	100	0
1434	311	2
1435	102	0
1436	313	2
1437	104	0
1438	100	0
1439	106	0
1440	106	0
1441	102	0
1442	104	0
1443	99	0
1444	206	1
1445	100	0
1446	107	0
1447	105	0
1448	102	0
1449	105	0
1450	100	0
1451	106	0
1452	101	0
1453	102	0
1454	105	0
1455	102	0
1456	347	2
1457	128	0
1458	122	0
1459	133	0
1460	121	0
1461	122	0
1462	383	2
1463	246	1
1464	241	1
1465	117	0
1466	110	0
1467	111	0
1468	116	0
1469	231	1
1470	111	0
1471	112	0
1472	129	0
1473	123	0
1474	256	1
1475	254	1
1476	121	0
1477	507	3
1478	123	0
1479	130	0
1480	123	0
1481	255	1
1482	125	0
1483	380	2
1484	130	0
1485	119	0
1486	128	0
1487	128	0
1488	124	0
1489	130	0
1490	144	0
1491	130	0
1492	122	0
1493	251	1
1494	125	0
1495	632	4
1496	130	0
1497	122	0
1498	123	0
1499	131	0
1500	125	0
1501	130	0
1502	130	0
1503	254	1
1504	109	0
1505	108	0
1506	103	0
1507	105	0
1508	107	0
1509	204	1
1510	200	1
1511	107	0
1512	102	0
1513	106	0
1514	100	0
1515	102	0
1516	110	0
1517	101	0
1518	104	0
1519	104	0
1520	104	0
1521	109	0
1522	101	0
1523	419	3
1524	102	0
1525	208	1
1526	101	0
1527	106	0
1528	123	0
1529	131	0
1530	125	0
1531	124	0
1532	388	2
1533	125	0
1534	123	0
1535	129	0
1536	122	0
1537	131	0
1538	376	2
1539	123	0
1540	252	1
1541	126	0
1542	253	1
1543	131	0
1544	122	0
1545	124	0
1546	132	0
1547	124	0
1548	370	2
1549	131	0
1550	123	0
1551	130	0
1552	122	0
1553	253	1
1554	123	0
1555	130	0
1556	244	1
1557	128	0
1558	122	0
1559	253	1
1560	626	4
1561	121	0
1562	129	0
1563	119	0
1564	129	0
1565	123	0
1566	252	1
1567	121	0
1568	130	0
1569	123	0
1570	123	0
1571	128	0
1572	116	0
1573	120	0
1574	112	0
1575	111	0
1576	460	3
1577	229	1
1578	371	2
1579	121	0
1580	130	0
